10020511,리즐리,40, 즐거운 서울!,"아침부터 저녁까지 정말 알찬 페스티벌입니다.<br/>시청부터 종로, 명동까지 한번에 즐길수 있는 코스이구요, 다양한 부스 특히 음식이 많아 좋습니다. 당연히 무료로 진행되고, 서울시에서 제공하는 아리수도 나눠줍니다. 직접 참가하는 공연도 많아서 아이들 가족 연인 모두 모두 좋은 페스티벌 입니다!"
10020529,리즐리,40, 한국에서 제일큰 불꽃축제,한국에서 제일 큰 불꽃축제입니다. 여러나라에서 참가하기 때문에 정말 구경하는 사람이 너무 많아서 지하철 입구부터 막힙니다. 저는 주로 근처 한강다리에서 보는데 그게 조금더 여유롭게 즐길수 있습니다. 이역시 사람이 많지만 그래도 너무 이쁜 축억을 만들수 있습니다. 주로 연인들이 많이 옵니다.
10020529,soobok,40, 서울의 볼거리 불꽃축제,한강일대에서 진행되는 행사로 주말 시민들의 볼거리를 제공합니다. 화려한 불꽃을 보며 아름다운 모습을 추억에 남길 수 있습니다.
10020529,meebongk,30, 사람반 불꽃반,정말 사람이 너무너무너무너무 많지만 그만큼 또 엄청난 불꽃놀이를 볼 수 있어서 딜레마입니다 매년 가고싶지만 가기전엔 늘 엄두가 안나요... 큰마음 먹고 일찍 낮에 가서 공원에 주차하고 자리잡고 아예 좀 늦게 나오기로 하고 가야지 그나마 편합니다 조금만 인파가 줄어든다면... 최고일텐데
10020529,리즐리,50, 젤 큰 불꽃놀이,한화에서 주체하는 서울에서 젤 크고 유명한 축제입니다. 일본 중국 미국 등 여러나라에서 와서 진행합니다. 나라마다 불꽃 디자인 스타일리 다릅니다. 처음에는 63빌딩이 한화그룹으로 속하면서 화약으로 유명한 한화화학에서 그룹 행사로 시작한건데 서울 대표 축제로 자리 잡았습니다. 굳히 가까히 가지 않아도 근처 한강다리에서 구경이 가능합니다!
10020529,한짱,50, 서울의 10월은 항상 화려합니다.,10월초 매번 진행되는 불꽃 축제는 아이들에게 화려한 불꽃을 보여 주기 위한 좋은 기회입니다.<br/>올해는 일본. 스페인. 한국이 참여 했지만 참가국이 매년 바뀝니다.<br/>워낙 다양한 장소에서 관람이 가능하지만 정말 명당자리를 원한다면 아침 일찍부터 자리잡고 기다려야 합니다.<br/>개인적으로 서부 이촌동 추천합니다.
10020529,hongs925,30, 화려한 불꽃축제,가까이에서는 보기 힘들어요 사람이 원체 많아서<br/>좀 멀리 떨어진 곳에서 보는게 맘 편히 볼수 있어요 이날은 차도 엄청 막혀요
10020529,시리우드,50, 아름답기는 하지만 관람이 너무 힘들어요.,정말 유명한 불꽃축제이고 해가 갈수록 점점 더 사람이 많아지는 것 같습니다. 장시간동안 불꽃놀이를 관람하는데도 멋진 장면에 지루하지 않습니다. 다만 좋은 장소에서 보기 위해서는 꽤나 일찍부터 와서 대기해야해서 많이 힘들기는 하지만 보람이 있습니다. 이 기간에 서울을 방문한다면 꼭 봐야합니다. 
10020529,주형송,30, 한국의 대표,"몇년 째 불꽃놀이를 갑니다. 관람 사이트는 여의도 63빌딩 앞부터 시작해서 여의도 공원, 맞은편 고수부지, 요트를 타고 아예 한강에서 관람하는 등 다양한 방법이 있습니다. 솔직히, 불꽃놀이 자체는 예쁜데, 사람이 너무 많아서 힘들어요. 차는 안 가져가는 것이 정신 건강에 좋습니다."
10020529,whitesh06,40, 볼만한 가치가 있는 축제,살면서 많은 불꽃놀이를 봤지만 서울불꽃축제는 참 직접 볼만하다는 생각이 드는 축제에요. 이날은 낮부터 불꽃이 잘 보일만한 곳은 사람이 넘치니 각오하고 다니시는게 좋아요. 여의도는 말도 못하고 노량진에도 사람이 진짜 많고.. 차를 안가지고 가도 대중교통 이용도 많이 힘들어요. 그래도 한번쯤 직접 볼만한 가치가 있는 불꽃놀이에요.
